Index;Season;Episode;Episode_name;Character_name;Character_race;Gender;Dialog
213;1;3;Meowy's Whereabouts;Makima;Devil;Female;All devils are born with names. And the more those names are feared, the more powerful the devil is said to become. Coffee isn't considered very frightening, so a Coffee Devil would probably be weak. But what about a Car Devil? It's easy to imagine being run over and dying, so it would probably be strong. And Denji can turn into a Chainsaw Devil. Seems pretty interesting to me.
214;1;3;Meowy's Whereabouts;Aki;Human;Male;He might be interesting, but I'm not sure he'll be any use. Everyone in Public Safety has a real goal or motivation. But he said he just wants to live the good life. He's a bad fit for our operation. Not only that, but he thinks he can be friends with devils. He's still a kid. A stupid brat.
215;1;3;Meowy's Whereabouts;Power;Fiend;Female;That is the house! Meowy and the devil are in there.
216;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;Well, we better get going, then. Hope I don't have to chainsaw out. Losing all that blood's a drag.
217;1;3;Meowy's Whereabouts;Power;Fiend;Female;Chainsaw?
218;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;Yeah. I can turn into a buncha chainsaws.
219;1;3;Meowy's Whereabouts;Power;Fiend;Female;Human jokes leave much to be desired. What is it now?
220;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;Isn't he gonna use the cat as a hostage if he sees you? Should you even, like, be this close?
221;1;3;Meowy's Whereabouts;Power;Fiend;Female;Oh, I did say that, didn't I?
222;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;You said...?
223;1;3;Meowy's Whereabouts;Power;Fiend;Female;I misspoke. Fool that you are, it seems your instincts are sharp.
224;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;You kept me waiting a long time, Blood Devil. I thought you had run away.
225;1;3;Meowy's Whereabouts;Power;Fiend;Female;Spare me your complaints! It took me this long to gain some freedom. And I've brought a human just as you demanded, Bat!
226;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;My first meal in ages... A young man? I'm sure his blood will be full of vigor. Look at my arm, human. The wound that your kind gave me! The damnable wound that forced me into hiding!
227;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;Like I give a shit. Dumbass.
228;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;Food shouldn't speak! Time to heal the wounds humans gave me with human blood! Disgusting! I've been revived with awful-tasting blood! The inside of my mouth tastes disgusting... I need to cleanse my palate with another human now!
229;1;3;Meowy's Whereabouts;Aki;Human;Male;What are you trying to do? Make friends with them?
230;1;3;Meowy's Whereabouts;Power;Fiend;Female;I'm amazed you actually believed my story. Humans truly are foolish.
231;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;The stench of cigarettes... The scent of makeup and drugs...
232;1;3;Meowy's Whereabouts;Girl 1;Human;Female;Are you serious?
233;1;3;Meowy's Whereabouts;Girl 2;Human;Female;Wow!
234;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;There's a decent aroma. I'll cleanse my palate with some children.
235;1;3;Meowy's Whereabouts;Power;Fiend;Female;Bat Devil!
236;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;I brought you a human, as promised! Release Meowy. Oh, I did say I'd do that, didn't I?
237;1;3;Meowy's Whereabouts;Power;Fiend;Female;Meowy!
238;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;But I hadn't punished you for bringing me such nasty blood yet, had I?
239;1;3;Meowy's Whereabouts;Power;Fiend;Female;Meowy...? Meowy! Your name shall be Meowy! You smell tasty, for a cat. So spindly, though. Let's put some meat on those bones before I feast. Grow big and strong, now. I'm looking forward to killing you, Meowy. I've killed all who've met my eyes. It's become strange to hear a voice that isn't screaming. So strange...
240;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;Blood Devil... I need blood. If you want to save this cat, then bring me a human.
241;1;3;Meowy's Whereabouts;Power;Fiend;Female;You said you couldn't pet Pochita anymore, yes? I understand how you feel now. 'Tis an awful feeling.
242;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;Nasty! All of this repulsive blood! The inside of my mouth feels filthy! I need to gargle with the blood of children! After I gargle, a virgin should make a fine appetizer. Then a beefy man for a main course... And a pregnant woman for dessert.
243;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;Gimme my tits back!
244;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;You're drinking my blood?! That's disgusting! I don't even feel like drinking your blood!
245;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;There was a time I couldn't find Pochita. He was gone when I woke up in the morning... So I looked all over town, but couldn't find him. I thought a devil might've eaten him, but when I got home, he was crying, waiting for me. I remember being so relieved, I fell asleep holding him. I wonder how she felt when she tried to sleep, knowing that devil had Meowy.
246;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;You're a devil?!
247;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;Hey, dumbass! You wanna get eaten?!
248;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;You let her escape? You're a devil! What do you think you're doing?!
249;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;Think I'm gonna split open your guts... And then cop me a feel! Get out of here already!
250;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;If you're so set on saving humans... Can you cut through this?!
251;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;The chainsaws retract?!
252;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;Such brute strength in that tiny body! Why would you use that power to save a human?!
253;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;You think I saved him?
254;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;I don't give a shit... about saving some dude!
255;1;3;Meowy's Whereabouts;Bat Devil;Devil;Devil;I need to heal now. Your blood reeks of cigarettes, but it should do, for now. How are you still alive?!
256;1;3;Meowy's Whereabouts;Denji;Hybrid;Male;Through all of this crap... I've been about as patient as possible. So how come I haven't... gotten to cop a single damn feel yet?!
257;1;4;Rescue;Bat Devil;Devil;Devil;If you want to save this cat, then bring me a human.
258;1;4;Rescue;Power;Fiend;Female;One life is worth as little as any other. And this is only a cat. So why do I run? Why do I search for a human? Is it to save Meowy? Such a foolish reason. I love blood. The taste, the smell, the sense of mortality... And then... there is something I only recently realized: The blood is warm... And feels pleasant. Why did you save me? I attempted to kill you. Such a foolish reason. Forgive my deceit. Since Meowy is safe... You may fondle my chest.
259;1;4;Rescue;Denji;Hybrid;Male;Hell yeah! Holy shit! Ow! That hurts! Can you move?
260;1;4;Rescue;Power;Fiend;Female;Not even a finger. Take Meowy and flee, please.
261;1;4;Rescue;Denji;Hybrid;Male;Damn it, not enough chainsaw... I must be low on blood.
262;1;4;Rescue;Leech Devil;Devil;Devil;And after I finally found him... It's you, right? The one who killed Batty. He was my man, y'know?! Oh... but you're actually pretty cute yourself. You're my type, so I'll let you go!
263;1;4;Rescue;Denji;Hybrid;Male;What about them?
264;1;4;Rescue;Leech Devil;Devil;Devil;They die. Then you can die, too.
265;1;4;Rescue;Power;Fiend;Female;He can fight so fiercely... To merely fondle a chest?
266;1;4;Rescue;Leech Devil;Devil;Devil;Is this a joke? How'd a little pupper like you kill my Batty? Y'know, he and I shared a dream: killing and eating all of humanity. A pipe dream, but a noble one, and a romantic one. And now this little yipping dog has ruined it. You're cute enough that I regret it... But you still need to die.
267;1;4;Rescue;Denji;Hybrid;Male;I'm not dying before I cop a feel.
268;1;4;Rescue;Leech Devil;Devil;Devil;That is ridiculous! To think he was killed by someone with such a trashy dream. Alas, poor Batty...
269;1;4;Rescue;Power;Fiend;Female;Such a foolish reason.
270;1;4;Rescue;Aki;Human;Male;Everyone is serious about this except you.
271;1;4;Rescue;Denji;Hybrid;Male;Everybody wants to trash-talk my plans... It's revenge this, protect my family that, and save a cat, too! Blah, blah, blah! I guess your fancy dreams make you guys hot shit, huh?! How about we have us a dream battle, then?! How about that?! If I murderize you, that means your dream's weaker than fondling a tit!
272;1;4;Rescue;Leech Devil;Devil;Devil;Even your howls are cute! But y'know what they say about little dogs barking! Yap, yap, yap! Okay! I'll gobble you up, then!
273;1;4;Rescue;Denji;Hybrid;Male;Go ahead... If you can beat me in the dream battle!
274;1;4;Rescue;Power;Fiend;Female;Demoniacal...
275;1;4;Rescue;Leech Devil;Devil;Devil;Time to eat...
276;1;4;Rescue;Aki;Human;Male;Kon.
277;1;4;Rescue;Leech Devil;Devil;Devil;Huh... Huh?
278;1;4;Rescue;Fox Devil;Devil;Devil;Looks like she's the Leech Devil. May I swallow?
279;1;4;Rescue;Aki;Human;Male;Do it. The Leech Devil's extermination is confirmed. I want the rookies handling search and rescue, plus assisting with the evac.
280;1;4;Rescue;Hirokazu Arai;Human;Male;Yes, sir!
281;1;4;Rescue;Kobeni;Human;Female;Okay!
282;1;4;Rescue;Aki;Human;Male;Himeno, you've got seniority, so keep watch for more devils.
283;1;4;Rescue;Himeno;Human;Female;On it.
284;1;4;Rescue;Denji;Hybrid;Male;Dream battle... Gonna... My dream battle...
285;1;4;Rescue;Aki;Human;Male;You and the Blood Fiend need to be debriefed.
286;1;4;Rescue;Power;Fiend;Female;And Meowy?
287;1;4;Rescue;Aki;Human;Male;Have the cat sent to a veterinarian for a thorough checkup. I found your arm. A blood infusion was all it needed to reattach. You really are like a devil.
288;1;4;Rescue;Denji;Hybrid;Male;You seemed pretty friendly with that devil back there. I saw.
289;1;4;Rescue;Aki;Human;Male;You really don't know a thing, huh? Devil Hunters form contracts with devils in order to fight against them. I've got a contract with the Fox Devil. In exchange for power, I offer up a bit of my body as food. It was some skin this time.
290;1;4;Rescue;Denji;Hybrid;Male;Sounds painful.
291;1;4;Rescue;Aki;Human;Male;Devils yearn for the deaths of humans. The same goes for Fiends.
292;1;4;Rescue;Denji;Hybrid;Male;Power seems cool, though.
293;1;4;Rescue;Aki;Human;Male;The surveillance cameras caught you two headed to your patrol area.
294;1;4;Rescue;Aki;Human;Male;And the house that we believe was housing the Bat Devil contained a lot of your spilt blood. The Blood Fiend tried to kill you, didn't she? I don't know why, but you're trying to protect a devil. Again.
295;1;4;Rescue;Denji;Hybrid;Male;I dunno... is that how it happened?
296;1;4;Rescue;Father;Human;Male;My daughter would like to meet the chainsaw guy.
297;1;4;Rescue;Daughter;Human;Female;Thank you.
298;1;4;Rescue;Office Lady;Human;Female;The devil threatened to eat me back at the office, but now that I think about it, he was wearing a Public Safety uniform. I'd like to thank him.
299;1;4;Rescue;Man in car;Human;Male;Don't give a shit about saving some dude," he says! And then the devil throws my car with me in it! It was a devil with a chainsaw coming out of its head...
300;1;4;Rescue;Aki;Human;Male;If I dig deeper into this, and report it to the higher-ups, it'd mean the Blood Fiend gets disposed of along with you, since you covered for her. But there were no fatalities. So, if you're willing to accept one condition, I'll let what happened slide. You need to do what I tell you to. You're a dumbass and a brat with no clue about right and wrong. I've been doing this longer, so I'm pretty sure I have some grasp of social ethics. All you need to do to protect this lifestyle is listen to me. How about it? If you follow, I want an answer.
301;1;4;Rescue;Denji;Hybrid;Male;Sure. I'll keep it in mind. You can relax. I might not be after some big-deal goal like you guys, and I might dream small. But I'm as serious about this as you are. You can count on me.
302;1;4;Rescue;Aki;Human;Male;Try and learn some manners in the meantime.
303;1;4;Rescue;Denji;Hybrid;Male;Yeah, I'll think about it.
304;1;4;Rescue;Power;Fiend;Female;You see? Am I not innocent? Now, would you kindly take these off?
305;1;4;Rescue;Himeno;Human;Female;Is this a good idea? When this cutie-Fiend kills somebody, it's gonna be your responsibility, for letting her live.
306;1;4;Rescue;Aki;Human;Male;We're Devil Hunters. Whether they're devils or Fiends, if they're handy, we should put them to work. But they're still the enemy. We're just making use of them. We're not making friends.
307;1;4;Rescue;Makima;Devil;Female;Come in.
308;1;4;Rescue;Aki;Human;Male;Excuse me. And he claims they "were outside the patrol zone before they knew it," and that they discovered a house that looked like it had a super-nasty devil in it, which is where they encountered the Bat Devil. Denji used his chainsaws to exterminate the Bat Devil, and then came under attack by the Leech Devil... Which Division 4 exterminated. There were no traces of Gun flesh in either the Bat or Leech Devil's heads. That concludes my report.
309;1;4;Rescue;Makima;Devil;Female;Well done. But Denji and Power managed to get awfully far without anyone noticing, didn't they?
310;1;4;Rescue;Aki;Human;Male;I'd chalk that up to them being unbelievably stupid.
311;1;4;Rescue;Makima;Devil;Female;Leaving the approved area is against regulations.
312;1;4;Rescue;Aki;Human;Male;Considering there were no fatalities, and that we were able to get rid of two devils, I think it's worth overlooking.
313;1;4;Rescue;Makima;Devil;Female;Understood.
314;1;4;Rescue;Aki;Human;Male;If you'll excuse me, ma'am.
315;1;4;Rescue;Makima;Devil;Female;You seem a little more flexible now, Hayakawa. Is that Denji's influence, I wonder?
316;1;4;Rescue;Aki;Human;Male;I doubt it. I haven't changed at all.
317;1;4;Rescue;Denji;Hybrid;Male;How's he up so early? What's for lunch?
318;1;4;Rescue;Aki;Human;Male;Curry.
319;1;4;Rescue;Denji;Hybrid;Male;Sweet! The hell's this? A devil?
320;1;4;Rescue;Power;Fiend;Female;What a pitiful home this is!
321;1;4;Rescue;Makima;Devil;Female;I'd like you to put Power up
322;1;4;Rescue;Power;Fiend;Female;in one of your rooms, Hayakawa. I think you'll make a good leash for the two of them. Stop right there, Meowy!
323;1;4;Rescue;Aki;Human;Male;Is there some reason why you're sending me all these psychos, ma'am?
324;1;4;Rescue;Power;Fiend;Female;It seems you've got quite a feast!
325;1;4;Rescue;Makima;Devil;Female;It's because I trust you more than anyone else.
326;1;4;Rescue;Denji;Hybrid;Male;Damn it, who said you could come in?!
327;1;4;Rescue;Power;Fiend;Female;'Tis mine now!
328;1;4;Rescue;Denji;Hybrid;Male;Gimme my super toast back!
329;1;4;Rescue;Aki;Human;Male;Oh... okay.
330;1;4;Rescue;Makima;Devil;Female;It'd be a little odd to have her staying at the office indefinitely. Okay. You don't need to worry. Power said she would behave. It'll be fine.
331;1;4;Rescue;Power;Fiend;Female;Vegetables are revolting! Away!
332;1;4;Rescue;Denji;Hybrid;Male;Carrot!
333;1;4;Rescue;Aki;Human;Male;Don't fling your vegetables!
334;1;4;Rescue;Denji;Hybrid;Male;Damn it... Show some respect to the farmers who grew the veggies, devil!
335;1;4;Rescue;Power;Fiend;Female;The toilet? I prefer to only occasionally flush my feces.
336;1;4;Rescue;Aki;Human;Male;Flush it!
337;1;4;Rescue;Denji;Hybrid;Male;It stinks.
338;1;4;Rescue;Power;Fiend;Female;I prefer to only occasionally bathe.
339;1;4;Rescue;Aki;Human;Male;Get in there!
340;1;4;Rescue;Denji;Hybrid;Male;You reek!
341;1;4;Rescue;Power;Fiend;Female;You two are absurd. How delicate these humans be. Aren't they, Meowy?
342;1;4;Rescue;Denji;Hybrid;Male;Can't believe she just shows up and starts raising hell. Do devils not flush the toilet? Didn't eat her veggies either.
343;1;4;Rescue;Power;Fiend;Female;You there...
344;1;4;Rescue;Denji;Hybrid;Male;Hey, Shit Devil! Your turds are stuck to the damn toilet and won't come off!
345;1;4;Rescue;Power;Fiend;Female;We had a deal, did we not? You may fondle my chest. So, fondle! Come now, what's the matter? Aren't you pleased? Commence your fondling. I have stipulations, however. You have earned three squeezes of my breast.
346;1;4;Rescue;Denji;Hybrid;Male;Three?
347;1;4;Rescue;Power;Fiend;Female;One for your rescue of Meowy. A second for slaying the Bat Devil. And a third for protecting me from topknot! I had no intention of actually letting you, but your efforts have earned you these three squeezes. Squeeze them gratefully.
348;1;4;Rescue;Denji;Hybrid;Male;She's an angel!
349;1;5;Gun Devil;Power;Fiend;Female;It feels so good!
350;1;5;Gun Devil;Denji;Hybrid;Male;What the...?
351;1;5;Gun Devil;Power;Fiend;Female;Breast pads. A wondrous invention that makes your bosom look bigger. Now! Two squeezes remain. And now! The final fondling! There, done! All done! What did you think? Was it not fantastic? How lucky for you, to grasp such splendorous things! And now we are even! With Meowy saved, I have no real reason to hunt devils any longer,
352;1;5;Gun Devil;Denji;Hybrid;Male;There's lots of stuff I could say, but... Huh?
353;1;5;Gun Devil;Power;Fiend;Female;yet there's no escaping Makima! So I will aid you all with your duty! I'm sure the pleasure is all yours! Meowy! Off to bed we go!
354;1;5;Gun Devil;Denji;Hybrid;Male;That's it?
355;1;5;Gun Devil;Power;Fiend;Female;This is good! Seconds would be splendid! I'll eat yours, if you won't have it!
356;1;5;Gun Devil;Aki;Human;Male;You little...!
357;1;5;Gun Devil;Power;Fiend;Female;Where shall we slaughter devils today? Hey. Hey! Hey! Chop!
358;1;5;Gun Devil;Makima;Devil;Female;This is the form apology for the damage to the buildings. This is for verifying the disposal of the devils' bodies. Then there's this, from the Ministry of Land, Infrastructure, Transport and Tourism. You'll need to stamp it, here and here. I hate making you do all this paperwork. It's almost like killing the Bat Devil was a bad thing. Is something bothering you, Denji?
359;1;5;Gun Devil;Denji;Hybrid;Male;Y'know, I... There's something I was chasing after, and I finally managed to get it. But once I did, it wasn't... as big of a deal as I thought. Now I'm wondering, if I go after something else, and get my hands on it, am I just gonna think I was happier during the chase? That's, like... total bullshit, isn't it?
360;1;5;Gun Devil;Makima;Devil;Female;What exactly are you talking about, Denji?
361;1;5;Gun Devil;Denji;Hybrid;Male;I touched boobs for the first time, but it wasn't that great.
362;1;5;Gun Devil;Makima;Devil;Female;Denji... I believe that, when it comes to sex, the better you understand the other person, the better it feels. But it's hard to understand how someone else feels. So, start with observing the hand, carefully. How long are their fingers? Are their palms cold? Are they warm? What's the shape of their ears? Ever had your finger bitten?
363;1;5;Gun Devil;Denji;Hybrid;Male;B-Bit...?
364;1;5;Gun Devil;Makima;Devil;Female;Remember this. So that even if you can't see, you'll be able to tell it's me, from how hard I'm biting. Memorize it.
365;1;5;Gun Devil;Denji;Hybrid;Male;I... got it.
366;1;5;Gun Devil;Makima;Devil;Female;Denji... I'd like to ask you to do something for me. Can I?
367;1;5;Gun Devil;Denji;Hybrid;Male;Yeah.
368;1;5;Gun Devil;Makima;Devil;Female;I want you to beat the Gun Devil.
369;1;5;Gun Devil;Denji;Hybrid;Male;Gun Devil?
370;1;5;Gun Devil;Makima;Devil;Female;It appeared in America 13 years ago, but nobody knows where it is now. It's a very strong devil that all hunters want to kill. But I happen to think that you can kill it. Because you're not like any of the other Devil Hunters. And if you're able to kill the Gun Devil, I'll make any wish of yours come true.
371;1;5;Gun Devil;Denji;Hybrid;Male;You're saying if your Denji kills the Gun Devil, Miss Makima's gonna make any wish of his come true? So... like, I mean... You're saying if your Denji kills the Gun Devil, Miss Makima's gonna make any wish of his come true? Anything, like... even se—
372;1;5;Gun Devil;Makima;Devil;Female;I said anything, Denji.
373;1;5;Gun Devil;Denji;Hybrid;Male;Holy shit! Is that even allowed?!
374;1;5;Gun Devil;Makima;Devil;Female;It's only allowed because this devil is so strong and bad, mind you. People were trying to profit off of guns as a counter-measure against devils across the world, which resulted in an increase in crime and conflict. The news focused on it non-stop for a while, with people more afraid of gun violence than ever. Then a major armed terrorist attack happened in America. That was the day the Gun Devil appeared. This is where I live, said the city mouse. The Country Mouse and the City Mouse
375;1;5;Gun Devil;Aki's Mom;Human;Female;And, oh what a big house it was! The city mouse's family—
376;1;5;Gun Devil;Aki;Human;Male;Dad! Let's play catch outside.
377;1;5;Gun Devil;Aki's Dad;Human;Male;Taiyo doesn't feel well. Find something you can play by yourself.
378;1;5;Gun Devil;Aki;Human;Male;He never does. I don't remember him feeling good.
379;1;5;Gun Devil;Aki's Mom;Human;Female;You're the older brother. Be good and play by yourself.
380;1;5;Gun Devil;Taiyo;Human;Male;I... I wanna play with him.
381;1;5;Gun Devil;Aki;Human;Male;Quit following me. You're so annoying... I said cut it out! I'm gonna play by myself.
382;1;5;Gun Devil;Taiyo;Human;Male;Gotcha!
383;1;5;Gun Devil;Aki;Human;Male;Stupid! I said cut it out!
384;1;5;Gun Devil;Taiyo;Human;Male;It's cold...
385;1;5;Gun Devil;Aki;Human;Male;If you catch a cold, I'm gonna get in trouble. Your hands won't get cold if we play catch, right? Go grab a glove from the house.
386;1;5;Gun Devil;Taiyo;Human;Male;Yes!
387;1;5;Gun Devil;Makima;Devil;Female;In a little under five minutes, 1.2 million people were killed. The Gun Devil hasn't been seen since. Fear of devils across the board increased as a result, making them all stronger than ever before. Gun control got a lot more severe in an attempt to weaken the Gun Devil... Along with increased censorship of the news.
388;1;5;Gun Devil;Denji;Hybrid;Male;I'm not sure I understand, but... Let's say this thing's so strong, it's hard to understand.
389;1;5;Gun Devil;Makima;Devil;Female;Do you think you can beat it, Denji?
390;1;5;Gun Devil;Denji;Hybrid;Male;Well... I'd say... If I bust out all the stops, it'll be a peace of cake.
391;1;5;Gun Devil;Makima;Devil;Female;In that case... First, we'll need to actually find the Gun Devil.
392;1;5;Gun Devil;Denji;Hybrid;Male;How exactly are we gonna do that, anyway?
393;1;5;Gun Devil;Makima;Devil;Female;These are pieces of the Gun Devil that we've collected. It's so fast, pieces of it are torn off just from moving. If a devil eats some of this, no matter what their nature, they become more powerful. See how they stick together? Because of how powerful the Gun Devil is, once the chunks of flesh reach a certain size, they start to be attracted to the original body. So if we can make this piece bigger, it'll lead us to the Gun Devil.
394;1;5;Gun Devil;Aki;Human;Male;Got one.
395;1;5;Gun Devil;Himeno;Human;Female;So it really was snacking on a piece of the Gun. Explains how such a wimpy devil got so strong. But did it find that piece, or did someone serve it up?
396;1;5;Gun Devil;Aki;Human;Male;Doesn't change what our job is. We keep killing devils, and eventually, we'll find him.
397;1;5;Gun Devil;Makima;Devil;Female;Public Safety's received a request for devil extermination. A devil has been spotted inside of a hotel. No confirmation on the status of the hotel's guests. Several of the civilian devil hunters who initially went in have been found dead. It's believed the target has consumed a piece of the Gun Devil. We're sending six agents from Public Safety Devil Extermination Special Division 4.
398;1;5;Gun Devil;Aki;Human;Male;It's hiding somewhere in this hotel. And this is no ordinary devil. It's eaten a piece of the Gun Devil's flesh.
399;1;5;Gun Devil;Denji;Hybrid;Male;Maybe it's the Gun Devil for real?
400;1;5;Gun Devil;Aki;Human;Male;The more flesh, the stronger the attraction. The reaction's not big enough.
401;1;5;Gun Devil;Denji;Hybrid;Male;Huh, guess not.
402;1;5;Gun Devil;Power;Fiend;Female;How amusing... Give that thing to me!
403;1;5;Gun Devil;Aki;Human;Male;I thought I told you two to work on your manners.
404;1;5;Gun Devil;Denji;Hybrid;Male;Who the hell's gonna suck up to you for no reason?
405;1;5;Gun Devil;Power;Fiend;Female;How foolish and conceited these humans be!
406;1;5;Gun Devil;Denji;Hybrid;Male;Mr. Hayakawa.
407;1;5;Gun Devil;Power;Fiend;Female;Sir.
408;1;5;Gun Devil;Aki;Human;Male;Good.
409;1;5;Gun Devil;Denji;Hybrid;Male;Sweet! Dude, he's so easy.
410;1;5;Gun Devil;Hirokazu Arai;Human;Male;Hayakawa! Considering we're about to fight some devils... Can we really trust these two to watch our backs? One's a Fiend, and the other is some punk... I'm not sure about this.
411;1;5;Gun Devil;Aki;Human;Male;We can't let them watch our backs. On extermination missions, they'll be taking point. If they try to run or switch sides, we kill them.
412;1;5;Gun Devil;Power;Fiend;Female;You're treating us like livestock!
413;1;5;Gun Devil;Aki;Human;Male;You two don't get rights.
414;1;5;Gun Devil;Denji;Hybrid;Male;He's super pissed. Must be from this morning.
415;1;5;Gun Devil;Power;Fiend;Female;Perhaps our prank went too far?
416;1;5;Gun Devil;Aki;Human;Male;You call that a prank?! I could kill you!
417;1;5;Gun Devil;Himeno;Human;Female;Yikes! What happened? Aki, you can't just be harsh all the time, y'know?
418;1;5;Gun Devil;Denji;Hybrid;Male;She's right! The bat almost killed me, and now there's more work?! I want a reward!
419;1;5;Gun Devil;Himeno;Human;Female;Got it! I'll take one for the team. Whoever kills this devil will win... a kiss on the cheek from yours truly!
420;1;5;Gun Devil;Hirokazu Arai;Human;Male;That's... You shouldn't do that! A young woman who's not married shouldn't be so... indecent!
421;1;5;Gun Devil;Himeno;Human;Female;But doesn't a reward help with motivation? Right?
422;1;5;Gun Devil;Denji;Hybrid;Male;I'm not gonna sweat the kisses. Don't worry about it. I'm plenty motivated.
423;1;5;Gun Devil;Himeno;Human;Female;Oh?
424;1;5;Gun Devil;Denji;Hybrid;Male;I got my sights set on someone for a first kiss already. I'm gonna find all these meat chunks or whatever for her. So, until the Gun Devil's dead, no smooching for me.
425;1;5;Gun Devil;Himeno;Human;Female;That's a hell of a thing to say in front of Aki!
426;1;5;Gun Devil;Denji;Hybrid;Male;Besides, I learned something real important. Sex stuff feels better when it's two people who get each other. I don't even know your name, so I ain't after your lips!
427;1;5;Gun Devil;Himeno;Human;Female;Then, if you kill the devil, Denji... I'll give you a kiss... with tongue.
428;1;5;Gun Devil;Hirokazu Arai;Human;Male;Hey, hold it! It's dangerous to run off solo! Stop!
429;1;5;Gun Devil;Himeno;Human;Female;Damn, I love teasing boys!
430;1;5;Gun Devil;Kobeni;Human;Female;Oh man, what are we gonna do?
431;1;5;Gun Devil;Power;Fiend;Female;I yearn for blood.
432;1;5;Gun Devil;Hirokazu Arai;Human;Male;It's dangerous! You need to stop! Himeno's been nice enough to train me for the last six months! If the alternative is letting some thug like you kiss her... Then I'll take that kiss on the cheek!
433;1;5;Gun Devil;Denji;Hybrid;Male;Move! I don't want some dude all over me! It's nasty!
434;1;5;Gun Devil;Hirokazu Arai;Human;Male;Say what?!
435;1;5;Gun Devil;Denji;Hybrid;Male;Die! I'm after a way bigger goal than you, dude!
436;1;5;Gun Devil;Power;Fiend;Female;I wish to join you!
437;1;5;Gun Devil;Hirokazu Arai;Human;Male;Shut up! I don't wanna hear that from someone newer than me!
438;1;5;Gun Devil;Aki;Human;Male;What's your take on the rookies, Himeno?
439;1;5;Gun Devil;Denji;Hybrid;Male;Man, shut up!
440;1;5;Gun Devil;Power;Fiend;Female;More of this! Yes!
441;1;5;Gun Devil;Himeno;Human;Female;I'd say Arai's not super competent, but makes up for it in motivation.
442;1;5;Gun Devil;Power;Fiend;Female;Get him, get him!
443;1;5;Gun Devil;Himeno;Human;Female;Meanwhile, Kobeni's got the moves, but she's really timid. You think any of the four rookies have a shot of surviving, Aki?
444;1;5;Gun Devil;Power;Fiend;Female;It's a duel to the death!
445;1;5;Gun Devil;Hirokazu Arai;Human;Male;You get the picture, now?
446;1;5;Gun Devil;Aki;Human;Male;Most people either die or go private after a year, regardless of how strong I thought they were.
447;1;5;Gun Devil;Hirokazu Arai;Human;Male;You are not kissing Himeno!
448;1;5;Gun Devil;Denji;Hybrid;Male;Asshole... I'm gonna kill you!
449;1;5;Gun Devil;Himeno;Human;Female;That's not really an answer.
450;1;5;Gun Devil;Denji;Hybrid;Male;Power... you're dead, too! You too, shorty.
451;1;5;Gun Devil;Himeno;Human;Female;Don't die on me, Aki.
452;1;5;Gun Devil;Kobeni;Human;Female;But why?!
453;1;5;Gun Devil;Kishibe;Human;Male;Himeno... This is your new partner. He's rude, but I trained him to be of some use. Try and get along.
454;1;5;Gun Devil;Aki;Human;Male;I'm Aki. Nice to meet you.
455;1;5;Gun Devil;Himeno;Human;Female;Are you gonna be any help?
456;1;5;Gun Devil;Aki;Human;Male;Well... I think so.
457;1;5;Gun Devil;Himeno;Human;Female;You're gonna be my sixth partner. The others all died. They all died because they were useless.
458;1;5;Gun Devil;Aki;Human;Male;Don't die on me, Aki.
459;1;5;Gun Devil;Denji;Hybrid;Male;Gotta say, I'm not seeing any devils around here. Does that meat chunk of yours even work? So tired...
460;1;5;Gun Devil;Himeno;Human;Female;Aki... Incoming. Got it.
461;1;5;Gun Devil;Denji;Hybrid;Male;It floats?!
462;1;5;Gun Devil;Power;Fiend;Female;The battle is joined! Damnable devil! Did you see how it floated in fear of me?!
463;1;5;Gun Devil;Himeno;Human;Female;No, no, that's my power.
464;1;5;Gun Devil;Power;Fiend;Female;Say what?
465;1;5;Gun Devil;Himeno;Human;Female;I've got a contract with the Ghost Devil. I served up my right eye in exchange for being able to use a ghost's right hand. My ghost hand's invisible and strong. Pretty slick, right? How about it, Aki? Has he got any of the Gun's flesh?
